Label,X,Y,Z,slop(x),slop(x/z),slop(1/z),slop(1/x),slop(z/x),slop(z)
9,-221.328215,0.749374,-55.132633,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
9,-125.90504,0.749374,-50.946872,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
7,-61.569143,0.744838,89.586106,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1042.568155,0.744931,44.241953,1.728257,-18.72677921,10.83564494,-0.579,-0.053399465,0.092288
4,802.192332,0.658266,14.368644,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
17,-131.473723,0.749372,13.440019,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
1,-388.136074,0.745381,100.735679,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
2,971.517764,0.745906,3.224101,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
0,-63.695388,0.746279,61.744473,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
2,-160.941568,0.745906,48.601595,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
15,1028.784928,0.742613,43.231011,1.513689,3.418857722,-2.258626258,-0.661,0.292495354,-0.442747
9,61.812683,0.749374,-42.712588,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
6,1069.142013,0.74685,-38.110275,0.110127,0.067561955,-0.613491287,-9.08,14.80122949,-1.630015
5,-103.997793,0.754196,136.605975,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
1,158.4532,0.745381,62.483991,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
-1,822.47418,0.746216,-0.241906,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
3,1046.621857,0.748293,-14.586977,1.008128,1.939838021,-1.924198139,-0.992,0.515506959,-0.519697
4,468.096209,0.658266,33.736117,-1.704573,-17.25049336,-10.12012589,0.587,-0.057969357,-0.098813
11,147.116589,0.750461,-27.454083,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
3,1042.536205,0.748352,-0.090431,-0.990781,2.143921149,2.163869865,1.01,0.466435065,0.462135
13,-228.752451,0.744162,-80.809329,-1.708548,15.67719736,9.175743006,0.585,0.063786911,0.108983
17,110.670489,0.749372,10.749586,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
4,457.868776,0.658266,34.328999,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
13,738.285612,0.744162,-19.124481,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984
-1,136.460495,0.746216,-2.159542,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
4,226.046976,0.658266,47.767653,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
0,-420.476894,0.746279,81.498442,-1.564813,-18.06275972,-11.54307877,0.639,-0.055362526,-0.086632
12,1049.527852,0.743705,11.567194,0.894784,-0.896893493,1.002357545,-1.12,-1.114959588,0.997648
8,938.990025,0.746084,0.158725,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
14,915.408857,0.746095,-16.478331,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
6,1066.57698,0.744493,-4.491344,-0.887153,-0.752637169,-0.848373583,1.13,-1.32866146,-1.178726
8,-81.373164,0.746084,-2.04243,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
4,584.007109,0.658266,27.01679,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
14,622.430885,0.746095,-54.452584,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
13,-45.937835,0.744162,-69.148059,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
11,617.791292,0.750461,-12.823177,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
7,-50.102671,0.744838,88.661761,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
5,80.678485,0.754196,114.721553,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
1,225.889539,0.745381,57.764627,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
3,1051.412371,0.748375,-5.365908,-0.439315,-0.444908388,-1.012732068,2.28,-2.247653734,-0.987428
11,675.772958,0.750461,-11.020819,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
4,120.363508,0.658266,53.894098,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
10,778.370035,0.680672,-18.009725,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,-76.311748,0.744838,90.77455,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
6,1040.513395,0.745936,0.217347,-1.731437,18.06308487,10.43242397,0.578,0.055361529,0.095855
11,-536.726005,0.750461,-48.711305,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
17,5.528923,0.749372,11.9178,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
4,-44.979981,0.658266,63.479021,-1.704573,-17.25049336,-10.12012589,0.587,-0.057969357,-0.098813
1,41.326927,0.745381,70.680781,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
14,102.475473,0.746095,-121.846452,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
12,1047.611072,0.744565,12.876301,1.013977,-1.545635386,1.524329828,-0.986,-0.646983117,0.656026
2,46.531897,0.745906,40.288161,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
5,-386.632793,0.754196,170.098655,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
0,549.71843,0.746279,27.781509,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
8,-397.048026,0.746084,-2.723412,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
5,-218.015322,0.754196,150.117227,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
6,1064.057389,0.744494,-47.197765,1.178999,1.329594152,-1.127731365,-0.848,0.752109205,-0.886736
2,663.765457,0.745906,15.555695,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
8,596.211766,0.746084,-0.580726,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
16,453.686433,0.696091,-57.683262,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
0,928.407573,0.746279,6.814577,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
9,612.451336,0.749374,-18.55869,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
16,141.362818,0.696091,-88.349188,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
14,-72.989356,0.746095,-144.589274,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,390.544811,0.746084,-1.024396,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
9,326.181809,0.749374,-31.115972,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
10,289.454329,0.680672,-50.75409,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
10,12.877926,0.680672,-69.277361,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1039.656515,0.748191,-0.787709,-1.020543,1.454488057,1.425209969,0.98,0.68752713,0.701651
-1,281.053543,0.746216,-1.755356,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
5,531.930957,0.754196,61.247443,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
13,-162.119087,0.744162,-76.558959,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984
17,183.950974,0.749372,9.935376,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
4,510.71051,0.658266,31.265776,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
13,-373.979016,0.744162,-90.072954,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
15,1040.692566,0.744756,0.578764,-1.735104,-17.47792977,-10.07313093,0.576,-0.057215014,-0.099274
15,1063.699435,0.746469,7.101282,-0.585792,0.40790247,0.69632646,1.71,2.451566426,1.436108
5,941.430531,0.754196,12.721116,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
15,1040.110024,0.744903,44.265434,1.716264,-22.33962461,13.01642673,-0.583,-0.04476351,0.076826
11,198.276883,0.750461,-25.863767,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
15,1065.546207,0.74422,30.665676,0.015513,-0.009364745,0.603670801,-64.5,-106.7834719,1.656532
17,214.219,0.749372,9.599071,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
0,1028.556768,0.746279,1.269604,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
3,1051.534737,0.748413,-5.727985,-0.395145,-0.398867632,-1.009420925,2.53,-2.507097395,-0.990667
10,558.893277,0.680672,-32.708838,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
7,559.258375,0.744838,39.539418,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
16,920.54517,0.696091,-11.844091,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
17,-53.414076,0.749372,12.572708,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
14,-240.40534,0.746095,-166.288848,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
17,970.919661,0.749372,1.191468,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
12,1037.120405,0.745065,9.813357,0.596029,0.587827629,-0.98623998,-1.68,1.701178969,-1.013952
15,1055.360707,0.742438,0.054032,-1.580332,7.136776029,4.515997923,0.633,0.140119291,0.221435
4,-518.851014,0.658266,90.949211,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
-1,311.578743,0.746216,-1.670028,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
5,-409.115123,0.754196,172.762846,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
10,739.11403,0.680672,-20.638835,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
16,666.782233,0.696091,-36.760156,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
7,537.9635,0.744838,41.256059,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
12,1052.663745,0.747336,7.739353,-0.261712,0.247923018,0.94731238,3.82,4.033510118,1.055618
15,1065.425922,0.744851,25.752215,-0.070854,0.041348474,0.58357289,14.1,24.18468964,1.713582
5,-62.244895,0.754196,131.658192,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
-1,-245.907788,0.746216,-3.228388,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
7,842.644023,0.744838,16.694888,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
1,-29.658693,0.745381,75.648533,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
1,-558.501562,0.745381,112.658283,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
12,1042.345309,0.745921,14.237436,1.164222,8.044985281,-6.910181461,-0.859,0.124301035,-0.144714
14,501.698204,0.746095,-70.101315,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
7,-408.839416,0.744838,117.580559,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
1,-334.896859,0.745381,97.009865,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
12,1038.811274,0.743735,12.133328,1.030553,1.176819952,-1.141930548,-0.97,0.84974766,-0.87571
5,-195.532992,0.754196,147.453036,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
17,986.850201,0.749372,1.014466,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
5,140.096071,0.754196,107.680478,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
14,426.039058,0.746095,-79.907853,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
6,1027.306441,0.744277,-49.120537,1.563378,-4.205579721,2.690059423,-0.64,-0.237779347,0.371739
-1,406.367519,0.746216,-1.405062,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
6,1042.256119,0.74603,-49.650491,1.719795,20.72441676,-12.05051576,-0.581,0.048252263,-0.082984
0,-292.160739,0.746279,74.393944,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
17,709.658801,0.749372,4.094304,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
16,125.095963,0.696091,-89.946372,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
7,901.614447,0.744838,11.941113,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
16,142.989503,0.696091,-88.18947,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
1,-446.69921,0.745381,104.834074,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
17,386.268835,0.749372,7.687448,-1.593055,-90.00310734,-56.49717514,0.628,-0.011110728,-0.0177
11,621.201978,0.750461,-12.717155,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
12,1036.089349,0.747044,7.223861,0.318261,0.312659701,-0.982400299,-3.14,3.198365492,-1.017915
16,60.028543,0.696091,-96.335106,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
15,1034.090518,0.744148,44.439426,1.651208,66.87489369,-40.50058726,-0.606,0.014953295,-0.024691
4,115.249792,0.658266,54.190539,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
5,820.98948,0.754196,26.993566,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
0,91.222917,0.746279,53.167084,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
6,1045.692242,0.746045,0.462542,-1.719383,20.8769397,12.14211127,0.582,0.047899741,0.082358
2,115.689719,0.745906,37.517017,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
8,785.935547,0.746084,-0.171448,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
14,-50.452589,0.746095,-141.668178,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
11,37.974629,0.750461,-30.846757,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
15,1053.780375,0.743554,-0.167403,-1.643111,19.52528133,11.88311765,0.609,0.051215651,0.084153
11,457.489038,0.750461,-17.806166,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
7,654.26628,0.744838,31.880559,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1065.159387,0.742843,33.581214,0.162901,-0.099809328,0.612699296,-6.14,-10.01910363,1.632122
2,499.51563,0.745906,22.137164,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
10,-56.712266,0.680672,-73.938056,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
13,-266.340503,0.744162,-83.206973,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
6,1030.134496,0.74557,-0.472278,-1.701577,8.647235195,5.081894734,0.588,0.1156439,0.196777
12,1046.779933,0.744994,-0.905161,-1.379963,2.908608236,2.107743639,0.725,0.343807044,0.474441
17,203.067622,0.749372,9.722973,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
15,1021.982239,0.744723,28.013013,0.113407,0.065098805,-0.574028099,-8.82,15.36126518,-1.742075
16,992.119332,0.696091,-4.816483,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
11,772.977516,0.750461,-7.999218,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
1,864.760119,0.745381,13.054862,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
9,16.447567,0.749374,-44.70254,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
11,848.012614,0.750461,-5.666755,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
-1,803.195107,0.746216,-0.295797,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
2,458.020937,0.745906,23.79985,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
10,-29.946807,0.680672,-72.145481,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
10,-137.008641,0.680672,-79.31578,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1036.594279,0.748297,-10.061706,0.512357,-0.509259176,0.993953779,-1.95,-1.963636683,1.006083
9,562.393277,0.749374,-20.754499,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
4,-194.982323,0.658266,72.174621,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
16,574.061159,0.696091,-45.864103,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
12,1042.843999,0.746875,-1.336889,-1.001401,-2.896038845,-2.891987171,0.999,-0.345299236,-0.345783
11,629.728694,0.750461,-12.452103,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
10,-58.49663,0.680672,-74.057561,-1.784363,14.93128321,8.367850718,0.56,0.06697348,0.119505
16,1024.653042,0.696091,-1.622116,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
5,-44.580208,0.754196,129.5649,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
11,177.812765,0.750461,-26.499893,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
13,897.180559,0.744162,-8.988985,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
6,1019.58147,0.745851,-34.961824,0.128653,-0.074357687,0.577970871,-7.77,-13.44850878,1.730191
10,-254.776658,0.680672,-87.203108,-1.784363,14.93128321,8.367850718,0.56,0.06697348,0.119505
14,-248.454186,0.746095,-167.332096,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
6,1025.825029,0.743997,-48.574436,1.47897,-2.741585072,1.85371243,-0.676,-0.364752497,0.539458
4,-101.230859,0.658266,66.739871,-1.704573,-17.25049336,-10.12012589,0.587,-0.057969357,-0.098813
0,369.762865,0.746279,37.745126,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
0,-4.231804,0.746279,58.452145,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
2,895.44416,0.745906,6.27236,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
2,-418.554455,0.745906,58.92411,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
4,844.806634,0.658266,11.898303,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
14,929.896779,0.746095,-14.600483,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
14,917.018627,0.746095,-16.269681,-1.60977,7.715168943,4.792715073,0.621,0.12961479,0.20865
10,-438.566138,0.680672,-99.512121,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
13,-150.159252,0.744162,-75.796072,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
11,389.275313,0.750461,-19.926588,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
17,784.53234,0.749372,3.262394,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
6,1019.077473,0.745918,-26.311452,0.092589,-0.053571646,0.578596221,-10.8,-18.66659106,1.728321
7,-107.435028,0.744838,93.283487,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
4,870.375215,0.658266,10.416099,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
14,772.13941,0.746095,-35.048158,-1.60977,7.715168943,4.792715073,0.621,0.12961479,0.20865
14,-460.943704,0.746095,-194.873863,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
17,481.852076,0.749372,6.625435,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
10,216.29541,0.680672,-55.653794,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
4,324.912156,0.658266,42.036462,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
16,430.912836,0.696091,-59.919319,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
15,1022.223442,0.744851,31.496058,0.154959,0.089271044,-0.576094609,-6.45,11.20184049,-1.735826
17,308.209187,0.749372,8.554759,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
10,405.437982,0.680672,-42.986266,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
10,391.163071,0.680672,-43.942306,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1047.36776,0.748216,-14.231559,1.025103,1.670991247,-1.63007156,-0.976,0.59844718,-0.61347
1,429.973196,0.745381,43.482341,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
17,751.078206,0.749372,3.634098,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
4,-537.601307,0.658266,92.036161,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
4,-496.691577,0.658266,89.664634,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
12,1049.716513,0.743752,11.304681,0.86775,-0.829636499,0.956077786,-1.15,-1.205347162,1.04594
1,-267.46052,0.745381,92.290501,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
15,1047.765066,0.744675,43.955068,1.740566,-16.67432414,9.579828713,-0.575,-0.059972446,0.104386
2,82.839754,0.745906,38.83331,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
11,-48.997871,0.750461,-33.550294,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
-1,730.898582,0.746216,-0.49789,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
9,108.742114,0.749374,-40.654018,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
3,1047.6163,0.748188,-14.07109,1.025129,1.574367606,-1.535775113,-0.975,0.635175671,-0.651137
13,905.723298,0.744162,-8.444066,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
10,457.184535,0.680672,-39.520621,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
8,63.709727,0.746084,-1.729453,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
6,1037.046108,0.745968,0.022628,-1.732596,16.83243306,9.715151751,0.577,0.059409118,0.102932
7,-84.502085,0.744838,91.434796,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
15,1021.708635,0.744704,27.324345,0.108793,0.062467774,-0.574189273,-9.19,16.00825421,-1.741586
4,485.141929,0.658266,32.74798,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
14,-325.723101,0.746095,-177.347284,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,373.007318,0.746084,-1.062228,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
10,-433.213047,0.680672,-99.153606,-1.784363,14.93128321,8.367850718,0.56,0.06697348,0.119505
0,612.311677,0.746279,24.3159,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
0,779.748631,0.746279,15.04539,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
11,-419.057329,0.750461,-45.053579,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
7,-500.571187,0.744838,124.975321,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
7,257.853987,0.744838,63.836491,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
7,652.628213,0.744838,32.012608,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
10,360.828885,0.680672,-45.97389,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
9,934.700094,0.749374,-4.423169,-1.564315,22.79677936,14.57301078,0.639,0.043865845,0.06862
12,1051.736102,0.746925,6.406782,-0.205241,0.188697338,0.919393972,4.87,5.299491817,1.087673
6,1019.426359,0.744277,-7.929728,-0.371994,0.237942912,0.639641801,2.69,4.202688753,1.563375
15,1021.414785,0.744071,12.609438,-0.03229,-0.019568345,-0.606018736,31.0,-51.10294209,-1.650114
9,900.285178,0.749374,-5.932788,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
7,-287.622434,0.744838,107.808911,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
14,-319.284025,0.746095,-176.512685,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
2,-420.2834,0.745906,58.993388,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
4,837.988346,0.658266,12.293558,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
13,775.873664,0.744162,-16.726837,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
12,1046.812581,0.745293,0.996399,-1.319921,3.817139403,2.891945354,0.758,0.261976285,0.345788
16,102.322366,0.696091,-92.182429,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
16,-81.493095,0.696091,-110.230604,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
17,540.795075,0.749372,5.970527,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
2,706.989096,0.745906,13.823729,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
0,47.407644,0.746279,55.59301,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
7,-299.088905,0.744838,108.733256,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
16,482.966772,0.696091,-54.808331,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
2,-185.146806,0.745906,49.571496,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
14,133.061086,0.746095,-117.882107,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
3,1047.751673,0.749282,-0.416469,-1.330229,-1.969151812,-1.480310391,0.752,-0.507832862,-0.675534
5,530.325076,0.754196,61.437743,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
7,775.483263,0.744838,22.10891,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
10,851.528955,0.680672,-13.110021,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
1,53.74941,0.745381,69.811425,-1.77464,-14.28937219,-8.051983606,0.563,-0.069982081,-0.124193
14,1011.995002,0.746095,-3.959346,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
13,779.29076,0.744162,-16.508869,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
16,238.963947,0.696091,-78.766086,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
17,548.760345,0.749372,5.882026,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
4,-350.09838,0.658266,81.166661,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
12,1043.933222,0.747004,-1.574666,-1.097714,-6.136594365,-5.590339893,0.911,-0.162956836,-0.17888
12,1036.199018,0.746774,7.518028,0.36344,0.3670125,-1.009829682,-2.75,2.72470284,-0.990266
9,574.907792,0.749374,-20.205546,-1.564315,22.79677936,14.57301078,0.639,0.043865845,0.06862
3,1040.599536,0.748884,-14.723098,1.377413,-2.53887442,1.843219441,-0.726,-0.39387533,0.542529
5,-420.356288,0.754196,174.094941,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
5,1021.724565,0.754196,3.20615,-1.60588,-8.438675775,-5.254860746,0.623,-0.118502005,-0.1903
6,1068.463747,0.74593,-15.931121,-0.115189,-0.066463603,-0.576996089,8.68,-15.04582903,-1.733114
